celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,eliminated_week,withdrew,avg_score_w1,total_score_w1,pool_total_score_w1,judge_pct_w1,avg_score_w10,total_score_w10,pool_total_score_w10,judge_pct_w10,avg_score_w11,total_score_w11,pool_total_score_w11,judge_pct_w11,avg_score_w2,total_score_w2,pool_total_score_w2,judge_pct_w2,avg_score_w3,total_score_w3,pool_total_score_w3,judge_pct_w3,avg_score_w4,total_score_w4,pool_total_score_w4,judge_pct_w4,avg_score_w5,total_score_w5,pool_total_score_w5,judge_pct_w5,avg_score_w6,total_score_w6,pool_total_score_w6,judge_pct_w6,avg_score_w7,total_score_w7,pool_total_score_w7,judge_pct_w7,avg_score_w8,total_score_w8,pool_total_score_w8,judge_pct_w8,avg_score_w9,total_score_w9,pool_total_score_w9,judge_pct_w9,age_group,origin_type
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,5.0,15.0,262.0,0.05725190839694656,0.0,0.0,114.66640000000001,0.0,,,0.0,,5.0,15.0,244.0,0.06147540983606557,0.0,0.0,311.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,191.0,0.0,Senior,Domestic
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,8.5,9.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,False,8.0,24.0,262.0,0.0916030534351145,0.0,0.0,114.66640000000001,0.0,,,0.0,,8.0,24.0,244.0,0.09836065573770492,9.0,36.0,311.0,0.1157556270096463,8.0,32.0,297.0,0.10774410774410774,9.75,39.0,322.0,0.12111801242236025,9.0,36.0,282.0,0.1276595744680851,9.0,36.0,253.0,0.1422924901185771,9.5,38.0,226.0,0.168141592920354,0.0,0.0,191.0,0.0,Adult,Domestic
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7.0,7.0,7.0,,9.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.5,9.5,8.0,9.0,8.0,9.0,10.0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,10.0,,,,,,10.0,False,7.0,21.0,262.0,0.08015267175572519,9.666666666666666,29.0,114.66640000000001,0.2529075649013137,,,0.0,,8.333333333333334,25.0,244.0,0.10245901639344263,9.0,36.0,311.0,0.1157556270096463,8.75,35.0,297.0,0.11784511784511785,10.0,40.0,322.0,0.12422360248447205,8.75,35.0,282.0,0.12411347517730496,8.75,35.0,253.0,0.1383399209486166,9.0,36.0,226.0,0.1592920353982301,9.5,38.0,191.0,0.19895287958115182,Young,Domestic
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,,False,8.333333333333334,25.0,262.0,0.09541984732824428,8.6666,25.9998,114.66640000000001,0.22674296916969572,,,0.0,,7.0,21.0,244.0,0.0860655737704918,8.0,32.0,311.0,0.10289389067524116,7.0,28.0,297.0,0.09427609427609428,8.75,35.0,322.0,0.10869565217391304,8.0,32.0,282.0,0.11347517730496454,9.25,37.0,253.0,0.14624505928853754,9.0,36.0,226.0,0.1592920353982301,9.0,36.0,191.0,0.18848167539267016,Adult,Domestic
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,False,6.666666666666667,20.0,262.0,0.07633587786259542,0.0,0.0,114.66640000000001,0.0,,,0.0,,7.0,21.0,244.0,0.0860655737704918,0.0,0.0,311.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,191.0,0.0,Adult,International
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,False,6.0,18.0,262.0,0.06870229007633588,0.0,0.0,114.66640000000001,0.0,,,0.0,,0.0,0.0,244.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,191.0,0.0,Senior,Domestic
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,,,,,,9.0,False,9.0,27.0,262.0,0.10305343511450382,0.0,0.0,114.66640000000001,0.0,,,0.0,,8.333333333333334,25.0,244.0,0.10245901639344263,9.0,36.0,311.0,0.1157556270096463,8.25,33.0,297.0,0.1111111111111111,9.25,37.0,322.0,0.11490683229813664,9.0,36.0,282.0,0.1276595744680851,8.875,35.5,253.0,0.14031620553359683,10.0,40.0,226.0,0.17699115044247787,9.5,38.0,191.0,0.19895287958115182,Adult,Domestic
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,,False,8.0,24.0,262.0,0.0916030534351145,9.888866666666667,29.666600000000003,114.66640000000001,0.2587209505138384,,,0.0,,8.0,24.0,244.0,0.09836065573770492,9.0,36.0,311.0,0.1157556270096463,8.5,34.0,297.0,0.11447811447811448,9.25,37.0,322.0,0.11490683229813664,9.5,38.0,282.0,0.1347517730496454,9.375,37.5,253.0,0.1482213438735178,10.0,40.0,226.0,0.17699115044247787,9.75,39.0,191.0,0.20418848167539266,Adult,Domestic
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,False,8.0,24.0,262.0,0.0916030534351145,10.0,30.0,114.66640000000001,0.2616285154151521,,,0.0,,8.333333333333334,25.0,244.0,0.10245901639344263,9.75,39.0,311.0,0.12540192926045016,9.75,39.0,297.0,0.13131313131313133,9.0,36.0,322.0,0.11180124223602485,10.0,40.0,282.0,0.14184397163120568,9.75,39.0,253.0,0.1541501976284585,9.0,36.0,226.0,0.1592920353982301,10.0,40.0,191.0,0.2094240837696335,Adult,Domestic
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,False,7.0,21.0,262.0,0.08015267175572519,0.0,0.0,114.66640000000001,0.0,,,0.0,,7.0,21.0,244.0,0.0860655737704918,7.5,30.0,311.0,0.09646302250803858,8.25,33.0,297.0,0.1111111111111111,7.0,28.0,322.0,0.08695652173913043,8.0,32.0,282.0,0.11347517730496454,0.0,0.0,253.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,191.0,0.0,Middle-Aged,Domestic
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,False,7.333333333333333,22.0,262.0,0.08396946564885496,0.0,0.0,114.66640000000001,0.0,,,0.0,,7.333333333333333,22.0,244.0,0.09016393442622951,8.75,35.0,311.0,0.11254019292604502,7.75,31.0,297.0,0.10437710437710437,8.5,34.0,322.0,0.10559006211180125,0.0,0.0,282.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,191.0,0.0,Young,International
NeNe Leakes,Tony Dovolani,Tv Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,False,7.0,21.0,262.0,0.08015267175572519,0.0,0.0,114.66640000000001,0.0,,,0.0,,7.0,21.0,244.0,0.0860655737704918,7.75,31.0,311.0,0.09967845659163987,8.0,32.0,297.0,0.10774410774410774,9.0,36.0,322.0,0.11180124223602485,8.25,33.0,282.0,0.11702127659574468,8.25,33.0,253.0,0.13043478260869565,0.0,0.0,226.0,0.0,0.0,0.0,191.0,0.0,Middle-Aged,Domestic
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,6.25,25.0,372.0,0.06720430107526881,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,7.75,31.0,362.0,0.0856353591160221,7.25,29.0,353.0,0.0821529745042493,7.25,29.0,320.0,0.090625,7.0,28.0,264.0,0.10606060606060606,7.0,28.0,293.0,0.09556313993174062,7.375,29.5,258.5,0.11411992263056092,0.0,0.0,248.0,0.0,0.0,0.0,214.0,0.0,Middle-Aged,International
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,7.5,30.0,372.0,0.08064516129032258,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,7.5,30.0,362.0,0.08287292817679558,8.0,32.0,353.0,0.0906515580736544,6.0,24.0,320.0,0.075,6.0,24.0,264.0,0.09090909090909091,8.0,32.0,293.0,0.10921501706484642,0.0,0.0,258.5,0.0,0.0,0.0,248.0,0.0,0.0,0.0,214.0,0.0,Adult,Domestic
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False,8.0,32.0,372.0,0.08602150537634409,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,8.75,35.0,362.0,0.09668508287292818,7.75,31.0,353.0,0.08781869688385269,9.75,39.0,320.0,0.121875,8.5,34.0,264.0,0.12878787878787878,8.0,32.0,293.0,0.10921501706484642,8.75,35.0,258.5,0.13539651837524178,8.0,32.0,248.0,0.12903225806451613,8.75,35.0,214.0,0.16355140186915887,Middle-Aged,Domestic
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,,False,7.25,29.0,372.0,0.07795698924731183,9.75,39.0,182.5,0.2136986301369863,9.749950000000002,38.99980000000001,156.33300000000003,0.24946620355267282,8.5,34.0,362.0,0.09392265193370165,10.0,40.0,353.0,0.11331444759206799,9.0,36.0,320.0,0.1125,8.25,33.0,264.0,0.125,8.25,33.0,293.0,0.11262798634812286,8.375,33.5,258.5,0.12959381044487428,10.75,43.0,248.0,0.17338709677419356,9.625,38.5,214.0,0.17990654205607476,Young,Domestic
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,,False,9.0,36.0,372.0,0.0967741935483871,9.375,37.5,182.5,0.2054794520547945,10.0,40.0,156.33300000000003,0.25586408499804897,8.0,32.0,362.0,0.08839779005524862,8.0,32.0,353.0,0.0906515580736544,10.0,40.0,320.0,0.125,8.5,34.0,264.0,0.12878787878787878,9.75,39.0,293.0,0.13310580204778158,8.5,34.0,258.5,0.13152804642166344,10.25,41.0,248.0,0.16532258064516128,9.625,38.5,214.0,0.17990654205607476,Middle-Aged,Domestic
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,5.5,22.0,372.0,0.05913978494623656,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,0.0,0.0,362.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,258.5,0.0,0.0,0.0,248.0,0.0,0.0,0.0,214.0,0.0,Adult,Domestic
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,7.75,31.0,372.0,0.08333333333333333,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,7.0,28.0,362.0,0.07734806629834254,6.5,26.0,353.0,0.07365439093484419,0.0,0.0,320.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,258.5,0.0,0.0,0.0,248.0,0.0,0.0,0.0,214.0,0.0,Middle-Aged,Domestic
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,10.0,False,6.75,27.0,372.0,0.07258064516129033,7.75,31.0,182.5,0.16986301369863013,0.0,0.0,156.33300000000003,0.0,7.0,28.0,362.0,0.07734806629834254,8.5,34.0,353.0,0.09631728045325778,7.0,28.0,320.0,0.0875,5.75,23.0,264.0,0.08712121212121213,7.0,28.0,293.0,0.09556313993174062,7.5,30.0,258.5,0.11605415860735009,7.25,29.0,248.0,0.11693548387096774,7.125,28.5,214.0,0.13317757009345793,Senior,International
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,5.0,20.0,372.0,0.053763440860215055,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,7.0,28.0,362.0,0.07734806629834254,7.25,29.0,353.0,0.0821529745042493,7.25,29.0,320.0,0.090625,0.0,0.0,264.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,258.5,0.0,0.0,0.0,248.0,0.0,0.0,0.0,214.0,0.0,Senior,Domestic
Michael Waltrip,Emma Slater,Athlete,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,6.25,25.0,372.0,0.06720430107526881,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,6.0,24.0,362.0,0.06629834254143646,7.0,28.0,353.0,0.07932011331444759,6.25,25.0,320.0,0.078125,5.0,20.0,264.0,0.07575757575757576,7.5,30.0,293.0,0.10238907849829351,7.0,28.0,258.5,0.10831721470019343,6.25,25.0,248.0,0.10080645161290322,0.0,0.0,214.0,0.0,Middle-Aged,Domestic
Tavis Smiley,Sharna Burgess,Tv/Radio Host,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,7.25,29.0,372.0,0.07795698924731183,0.0,0.0,182.5,0.0,0.0,0.0,156.33300000000003,0.0,7.0,28.0,362.0,0.07734806629834254,0.0,0.0,353.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,258.5,0.0,0.0,0.0,248.0,0.0,0.0,0.0,214.0,0.0,Middle-Aged,Domestic
Bethany Mota,Derek Hough,Digital Creator,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,11.0,False,8.0,32.0,372.0,0.08602150537634409,9.5,38.0,182.5,0.20821917808219179,9.5,38.0,156.33300000000003,0.24307088074814653,8.25,33.0,362.0,0.09116022099447514,10.0,40.0,353.0,0.11331444759206799,8.25,33.0,320.0,0.103125,8.0,32.0,264.0,0.12121212121212122,9.0,36.0,293.0,0.12286689419795221,9.375,37.5,258.5,0.1450676982591876,10.0,40.0,248.0,0.16129032258064516,9.25,37.0,214.0,0.17289719626168223,Young,Domestic
Sadie Robertson,Mark Ballas,Tv Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,,False,8.5,34.0,372.0,0.0913978494623656,9.25,37.0,182.5,0.20273972602739726,9.833300000000001,39.333200000000005,156.33300000000003,0.25159883070113154,7.75,31.0,362.0,0.0856353591160221,8.0,32.0,353.0,0.0906515580736544,9.25,37.0,320.0,0.115625,9.0,36.0,264.0,0.13636363636363635,8.75,35.0,293.0,0.11945392491467577,7.75,31.0,258.5,0.11992263056092843,9.5,38.0,248.0,0.1532258064516129,9.125,36.5,214.0,0.1705607476635514,Young,Domestic
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.0,False,6.25,25.0,318.0,0.07861635220125786,0.0,0.0,116.0,0.0,,,0.0,,7.0,28.0,347.0,0.08069164265129683,6.25,25.0,313.0,0.07987220447284345,7.0,28.0,325.0,0.08615384615384615,7.0,28.0,283.0,0.0989399293286219,0.0,0.0,283.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,211.5,0.0,0.0,0.0,157.0,0.0,Senior,Domestic
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.0,False,6.25,25.0,318.0,0.07861635220125786,0.0,0.0,116.0,0.0,,,0.0,,8.0,32.0,347.0,0.09221902017291066,8.0,32.0,313.0,0.10223642172523961,9.75,39.0,325.0,0.12,8.5,34.0,283.0,0.12014134275618374,9.125,36.5,283.0,0.12897526501766785,9.75,39.0,254.0,0.15354330708661418,0.0,0.0,211.5,0.0,0.0,0.0,157.0,0.0,Young,Domestic
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,7.75,31.0,318.0,0.09748427672955975,10.0,40.0,116.0,0.3448275862068966,,,0.0,,8.0,32.0,347.0,0.09221902017291066,8.5,34.0,313.0,0.10862619808306709,8.5,34.0,325.0,0.10461538461538461,9.5,38.0,283.0,0.13427561837455831,9.5,38.0,283.0,0.13427561837455831,9.25,37.0,254.0,0.14566929133858267,9.75,39.0,211.5,0.18439716312056736,10.0,40.0,157.0,0.25477707006369427,Young,Domestic
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,,False,8.0,32.0,318.0,0.10062893081761007,10.0,40.0,116.0,0.3448275862068966,,,0.0,,8.0,32.0,347.0,0.09221902017291066,8.25,33.0,313.0,0.10543130990415335,8.75,35.0,325.0,0.1076923076923077,9.75,39.0,283.0,0.13780918727915195,8.875,35.5,283.0,0.1254416961130742,9.25,37.0,254.0,0.14566929133858267,10.0,40.0,211.5,0.18912529550827423,9.75,39.0,157.0,0.2484076433121019,Adult,Domestic
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,9.0,False,7.5,30.0,318.0,0.09433962264150944,0.0,0.0,116.0,0.0,,,0.0,,8.5,34.0,347.0,0.09798270893371758,8.5,34.0,313.0,0.10862619808306709,9.0,36.0,325.0,0.11076923076923077,9.5,38.0,283.0,0.13427561837455831,9.125,36.5,283.0,0.12897526501766785,10.25,41.0,254.0,0.16141732283464566,9.5,38.0,211.5,0.17966903073286053,10.0,40.0,157.0,0.25477707006369427,Young,International
