Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Status
11,8,PERCENT,Jennifer Grey,28.5,0.2521,0.1704,Safe
11,8,PERCENT,Kurt Warner,24.0,0.0556,0.037,Eliminated
11,8,PERCENT,Brandy,28.5,0.2154,0.1334,Safe
11,8,PERCENT,Bristol Palin,23.5,0.2695,0.1169,Safe
11,9,PERCENT,Kyle Massey,29.0,0.2422,0.123,Safe
11,9,PERCENT,Jennifer Grey,30.0,0.3442,0.1726,Safe
11,9,PERCENT,Brandy,28.5,0.074,0.053,Eliminated
11,9,PERCENT,Bristol Palin,26.5,0.3395,0.1667,Safe
11,10,PERCENT,Kyle Massey,27.333199999999998,0.2258,0.2126,Eliminated
11,10,PERCENT,Jennifer Grey,30.0,0.3238,0.2267,Safe
11,10,PERCENT,Bristol Palin,25.666600000000003,0.4504,0.2268,Safe
12,1,PERCENT,Ralph Macchio,24.0,0.0818,0.0597,Safe
12,1,PERCENT,Chelsea Kane,21.0,0.0924,0.0679,Safe
12,1,PERCENT,Kirstie Alley,23.0,0.0983,0.0737,Safe
12,1,PERCENT,Hines Ward,21.0,0.0873,0.0631,Safe
12,1,PERCENT,Sugar Ray Leonard,17.0,0.0908,0.0681,Safe
12,1,PERCENT,Chris Jericho,19.0,0.0896,0.0711,Safe
12,1,PERCENT,Petra Nemcova,18.0,0.0776,0.055,Safe
12,1,PERCENT,Mike Catherwood,13.0,0.0755,0.054,Safe
12,1,PERCENT,Romeo,19.0,0.0951,0.0728,Safe
12,1,PERCENT,Wendy Williams,14.0,0.0982,0.0622,Safe
12,1,PERCENT,Kendra Wilkinson,18.0,0.1133,0.0795,Safe
12,2,PERCENT,Ralph Macchio,21.0,0.0912,0.0684,Safe
12,2,PERCENT,Chelsea Kane,18.0,0.1121,0.0664,Safe
12,2,PERCENT,Kirstie Alley,20.0,0.0915,0.0601,Safe
12,2,PERCENT,Hines Ward,23.0,0.1096,0.0682,Safe
12,2,PERCENT,Sugar Ray Leonard,17.0,0.0859,0.0539,Safe
12,2,PERCENT,Chris Jericho,23.0,0.0891,0.0658,Safe
12,2,PERCENT,Petra Nemcova,18.0,0.1063,0.0743,Safe
12,2,PERCENT,Mike Catherwood,17.0,0.0174,0.0134,Eliminated
12,2,PERCENT,Romeo,23.0,0.0995,0.0541,Safe
12,2,PERCENT,Wendy Williams,17.0,0.1021,0.0614,Safe
12,2,PERCENT,Kendra Wilkinson,19.0,0.0954,0.0644,Safe
12,3,PERCENT,Ralph Macchio,21.0,0.1015,0.0731,Safe
12,3,PERCENT,Chelsea Kane,23.0,0.1049,0.0696,Safe
12,3,PERCENT,Kirstie Alley,21.0,0.1102,0.0738,Safe
12,3,PERCENT,Hines Ward,25.0,0.1289,0.0838,Safe
12,3,PERCENT,Sugar Ray Leonard,20.0,0.1285,0.0881,Safe
12,3,PERCENT,Chris Jericho,21.0,0.1033,0.0706,Safe
12,3,PERCENT,Petra Nemcova,25.0,0.0997,0.0893,Safe
12,3,PERCENT,Romeo,20.0,0.0954,0.0549,Safe
12,3,PERCENT,Wendy Williams,15.0,0.0254,0.0167,Eliminated
12,3,PERCENT,Kendra Wilkinson,23.0,0.1022,0.0693,Safe
12,4,PERCENT,Ralph Macchio,25.0,0.1177,0.0831,Safe
12,4,PERCENT,Chelsea Kane,26.0,0.1173,0.0711,Safe
12,4,PERCENT,Kirstie Alley,22.0,0.1075,0.0717,Safe
12,4,PERCENT,Hines Ward,25.0,0.1116,0.0672,Safe
12,4,PERCENT,Sugar Ray Leonard,21.0,0.0187,0.0147,Eliminated
12,4,PERCENT,Chris Jericho,23.0,0.1214,0.0799,Safe
12,4,PERCENT,Petra Nemcova,23.0,0.1065,0.0769,Safe
12,4,PERCENT,Romeo,23.0,0.1584,0.1017,Safe
12,4,PERCENT,Kendra Wilkinson,18.0,0.1409,0.076,Safe
12,5,PERCENT,Ralph Macchio,22.0,0.1756,0.0853,Safe
12,5,PERCENT,Chelsea Kane,26.0,0.1094,0.0707,Safe
12,5,PERCENT,Kirstie Alley,23.0,0.1753,0.1033,Safe
12,5,PERCENT,Hines Ward,27.0,0.1556,0.0909,Safe
12,5,PERCENT,Chris Jericho,26.0,0.1378,0.0866,Safe
12,5,PERCENT,Petra Nemcova,22.0,0.0256,0.0186,Eliminated
12,5,PERCENT,Romeo,26.0,0.0963,0.0624,Safe
12,5,PERCENT,Kendra Wilkinson,22.0,0.1243,0.0689,Safe
12,6,PERCENT,Ralph Macchio,24.0,0.1687,0.0944,Safe
12,6,PERCENT,Chelsea Kane,28.0,0.1804,0.0956,Safe
12,6,PERCENT,Kirstie Alley,26.0,0.1513,0.0942,Safe
12,6,PERCENT,Hines Ward,27.0,0.1372,0.0814,Safe
12,6,PERCENT,Chris Jericho,22.0,0.0346,0.0243,Eliminated
12,6,PERCENT,Romeo,28.0,0.1356,0.0876,Safe
12,6,PERCENT,Kendra Wilkinson,25.0,0.1922,0.1056,Safe
12,7,PERCENT,Ralph Macchio,33.0,0.2046,0.0867,Safe
12,7,PERCENT,Chelsea Kane,32.0,0.1973,0.1045,Safe
12,7,PERCENT,Kirstie Alley,30.0,0.2114,0.1087,Safe
12,7,PERCENT,Hines Ward,33.0,0.1704,0.0883,Safe
12,7,PERCENT,Romeo,30.0,0.1752,0.0956,Safe
12,7,PERCENT,Kendra Wilkinson,30.5,0.0411,0.028,Eliminated
12,8,PERCENT,Ralph Macchio,23.0,0.2378,0.1192,Safe
12,8,PERCENT,Chelsea Kane,27.5,0.2514,0.1375,Safe
12,8,PERCENT,Kirstie Alley,26.5,0.1791,0.0926,Safe
12,8,PERCENT,Hines Ward,27.0,0.2864,0.1613,Safe
12,8,PERCENT,Romeo,26.0,0.0453,0.0349,Eliminated
12,9,PERCENT,Ralph Macchio,24.0,0.0887,0.0564,Eliminated
12,9,PERCENT,Chelsea Kane,36.5,0.2364,0.1393,Safe
12,9,PERCENT,Kirstie Alley,27.0,0.4307,0.1862,Safe
12,9,PERCENT,Hines Ward,30.0,0.2442,0.1256,Safe
12,10,PERCENT,Chelsea Kane,29.666600000000003,0.3013,0.1958,Safe
12,10,PERCENT,Kirstie Alley,27.999899999999997,0.1025,0.0712,Eliminated
12,10,PERCENT,Hines Ward,29.666600000000003,0.5962,0.2107,Safe
13,1,PERCENT,Elisabetta Canalis,15.0,0.1004,0.0697,Safe
13,1,PERCENT,David Arquette,18.0,0.0859,0.0587,Safe
13,1,PERCENT,Ricki Lake,20.0,0.0855,0.0535,Safe
13,1,PERCENT,J.R. Martinez,22.0,0.0699,0.0522,Safe
13,1,PERCENT,Metta World Peace (Ron),14.0,0.0162,0.0118,Eliminated
13,1,PERCENT,Hope Solo,21.0,0.0779,0.058,Safe
13,1,PERCENT,Chynna Phillips,22.0,0.0968,0.0671,Safe
13,1,PERCENT,Kristin Cavallari,19.0,0.1052,0.0857,Safe
13,1,PERCENT,Carson Kressley,17.0,0.0994,0.0696,Safe
13,1,PERCENT,Chaz Bono,17.0,0.0821,0.0565,Safe
13,1,PERCENT,Nancy Grace,16.0,0.0864,0.0583,Safe
13,1,PERCENT,Rob Kardashian,16.0,0.0943,0.0673,Safe
13,2,PERCENT,Elisabetta Canalis,21.0,0.0115,0.0098,Eliminated
13,2,PERCENT,David Arquette,18.0,0.0941,0.0495,Safe
13,2,PERCENT,Ricki Lake,23.0,0.096,0.0573,Safe
13,2,PERCENT,J.R. Martinez,22.0,0.0917,0.0599,Safe
13,2,PERCENT,Hope Solo,19.0,0.0698,0.0378,Safe
13,2,PERCENT,Chynna Phillips,21.0,0.1081,0.067,Safe
13,2,PERCENT,Kristin Cavallari,22.0,0.1004,0.0669,Safe
13,2,PERCENT,Carson Kressley,18.0,0.0862,0.0414,Safe
13,2,PERCENT,Chaz Bono,17.0,0.1204,0.0633,Safe
13,2,PERCENT,Nancy Grace,21.0,0.0934,0.0581,Safe
13,2,PERCENT,Rob Kardashian,21.0,0.1284,0.0781,Safe
13,3,PERCENT,David Arquette,24.0,0.097,0.0663,Safe
13,3,PERCENT,Ricki Lake,27.0,0.1416,0.0917,Safe
13,3,PERCENT,J.R. Martinez,26.0,0.0895,0.0624,Safe
13,3,PERCENT,Hope Solo,24.0,0.1182,0.0789,Safe
13,3,PERCENT,Chynna Phillips,26.0,0.0622,0.039,Safe
13,3,PERCENT,Kristin Cavallari,24.0,0.0154,0.0125,Eliminated
13,3,PERCENT,Carson Kressley,23.0,0.1399,0.0871,Safe
13,3,PERCENT,Chaz Bono,18.0,0.1169,0.0486,Safe
13,3,PERCENT,Nancy Grace,21.0,0.1072,0.0655,Safe
13,3,PERCENT,Rob Kardashian,24.0,0.1121,0.0714,Safe
13,4,PERCENT,David Arquette,23.0,0.1406,0.0854,Safe
13,4,PERCENT,Ricki Lake,29.0,0.1038,0.0625,Safe
13,4,PERCENT,J.R. Martinez,26.0,0.1271,0.0903,Safe
13,4,PERCENT,Hope Solo,24.0,0.1299,0.0932,Safe
13,4,PERCENT,Chynna Phillips,21.0,0.021,0.0167,Eliminated
13,4,PERCENT,Carson Kressley,20.0,0.1163,0.0701,Safe
13,4,PERCENT,Chaz Bono,21.0,0.1057,0.0712,Safe
13,4,PERCENT,Nancy Grace,21.0,0.15,0.0827,Safe
13,4,PERCENT,Rob Kardashian,24.0,0.1055,0.0669,Safe
13,5,PERCENT,David Arquette,25.0,0.1478,0.0907,Safe
13,5,PERCENT,Ricki Lake,24.0,0.1455,0.097,Safe
13,5,PERCENT,J.R. Martinez,28.0,0.1017,0.0755,Safe
13,5,PERCENT,Hope Solo,24.0,0.1743,0.1109,Safe
13,5,PERCENT,Carson Kressley,19.0,0.0304,0.0218,Eliminated
13,5,PERCENT,Chaz Bono,21.0,0.1291,0.0833,Safe
13,5,PERCENT,Nancy Grace,22.0,0.1565,0.0894,Safe
13,5,PERCENT,Rob Kardashian,25.0,0.1147,0.0855,Safe
13,6,PERCENT,David Arquette,23.0,0.1536,0.0885,Safe
13,6,PERCENT,Ricki Lake,29.0,0.1542,0.0959,Safe
13,6,PERCENT,J.R. Martinez,29.0,0.1577,0.1004,Safe
13,6,PERCENT,Hope Solo,20.0,0.171,0.0924,Safe
13,6,PERCENT,Chaz Bono,19.0,0.0402,0.0269,Eliminated
13,6,PERCENT,Nancy Grace,24.0,0.1663,0.0895,Safe
13,6,PERCENT,Rob Kardashian,22.0,0.1571,0.1056,Safe
13,7,PERCENT,David Arquette,23.5,0.0387,0.0277,Eliminated
13,7,PERCENT,Ricki Lake,26.5,0.1647,0.0788,Safe
13,7,PERCENT,J.R. Martinez,24.0,0.2358,0.1316,Safe
13,7,PERCENT,Hope Solo,25.0,0.1683,0.1028,Safe
13,7,PERCENT,Nancy Grace,22.0,0.2493,0.1405,Safe
13,7,PERCENT,Rob Kardashian,25.5,0.1432,0.0815,Safe
13,8,PERCENT,Ricki Lake,26.0,0.2698,0.159,Safe
13,8,PERCENT,J.R. Martinez,30.0,0.2847,0.1889,Safe
13,8,PERCENT,Hope Solo,26.0,0.1667,0.0992,Safe
13,8,PERCENT,Nancy Grace,22.0,0.0538,0.0376,Eliminated
13,8,PERCENT,Rob Kardashian,25.5,0.2251,0.1618,Safe
13,9,PERCENT,Ricki Lake,33.4999,0.2679,0.1808,Safe
13,9,PERCENT,J.R. Martinez,28.0,0.2986,0.1458,Safe
13,9,PERCENT,Hope Solo,24.4998,0.093,0.0664,Eliminated
13,9,PERCENT,Rob Kardashian,32.4998,0.3405,0.1457,Safe
13,10,PERCENT,Ricki Lake,27.999899999999997,0.1221,0.0787,Eliminated
13,10,PERCENT,J.R. Martinez,28.1665,0.5269,0.1882,Safe
13,10,PERCENT,Rob Kardashian,28.333199999999998,0.351,0.1826,Safe
14,1,PERCENT,William Levy,24.0,0.0834,0.0585,Safe
14,1,PERCENT,Jack Wagner,23.0,0.0849,0.0627,Safe
14,1,PERCENT,Sherri Sheperd,23.0,0.1044,0.0712,Safe
14,1,PERCENT,Jaleel White,26.0,0.0824,0.0604,Safe
14,1,PERCENT,Roshon Fegan,23.0,0.0933,0.0749,Safe
14,1,PERCENT,Melissa Gilbert,20.0,0.0774,0.0568,Safe
14,1,PERCENT,Martina Navratilova,20.0,0.074,0.052,Safe
14,1,PERCENT,Donald Driver,21.0,0.0886,0.0625,Safe
14,1,PERCENT,Gavin DeGraw,20.0,0.0701,0.0501,Safe
14,1,PERCENT,Gladys Knight,23.0,0.081,0.0595,Safe
14,1,PERCENT,Katherine Jenkins,26.0,0.0766,0.054,Safe
14,1,PERCENT,Maria Menounos,21.0,0.0839,0.0623,Safe
14,2,PERCENT,William Levy,25.0,0.0864,0.0574,Safe
14,2,PERCENT,Jack Wagner,21.0,0.0985,0.0732,Safe
14,2,PERCENT,Sherri Sheperd,23.0,0.0835,0.0545,Safe
14,2,PERCENT,Jaleel White,22.0,0.1044,0.076,Safe
14,2,PERCENT,Roshon Fegan,26.0,0.0963,0.0555,Safe
14,2,PERCENT,Melissa Gilbert,20.0,0.0855,0.0594,Safe
14,2,PERCENT,Martina Navratilova,17.0,0.0184,0.0123,Eliminated
14,2,PERCENT,Donald Driver,24.0,0.0882,0.065,Safe
14,2,PERCENT,Gavin DeGraw,21.0,0.082,0.0558,Safe
14,2,PERCENT,Gladys Knight,19.0,0.1093,0.0707,Safe
14,2,PERCENT,Katherine Jenkins,26.0,0.0776,0.0592,Safe
14,2,PERCENT,Maria Menounos,25.0,0.0699,0.0555,Safe
14,3,PERCENT,William Levy,28.0,0.089,0.0634,Safe
14,3,PERCENT,Jack Wagner,24.0,0.012,0.0093,Eliminated
14,3,PERCENT,Sherri Sheperd,24.0,0.1058,0.062,Safe
14,3,PERCENT,Jaleel White,25.0,0.0833,0.0666,Safe
14,3,PERCENT,Roshon Fegan,25.0,0.1009,0.0724,Safe
14,3,PERCENT,Melissa Gilbert,24.0,0.1035,0.0686,Safe
14,3,PERCENT,Donald Driver,26.0,0.0735,0.0501,Safe
14,3,PERCENT,Gavin DeGraw,24.0,0.1006,0.0683,Safe
14,3,PERCENT,Gladys Knight,24.0,0.0908,0.0604,Safe
14,3,PERCENT,Katherine Jenkins,29.0,0.1016,0.0763,Safe
14,3,PERCENT,Maria Menounos,27.0,0.1389,0.1046,Safe
14,4,PERCENT,William Levy,22.0,0.0975,0.0602,Safe
14,4,PERCENT,Sherri Sheperd,21.0,0.0166,0.0124,Eliminated
14,4,PERCENT,Jaleel White,22.0,0.1194,0.068,Safe
14,4,PERCENT,Roshon Fegan,26.0,0.1115,0.0962,Safe
14,4,PERCENT,Melissa Gilbert,22.0,0.1022,0.0716,Safe
14,4,PERCENT,Donald Driver,27.0,0.1103,0.0884,Safe
14,4,PERCENT,Gavin DeGraw,23.0,0.1401,0.0894,Safe
14,4,PERCENT,Gladys Knight,20.0,0.0958,0.0554,Safe
14,4,PERCENT,Katherine Jenkins,24.0,0.1133,0.0785,Safe
14,4,PERCENT,Maria Menounos,26.0,0.0933,0.0617,Safe
14,5,PERCENT,William Levy,29.0,0.175,0.1031,Safe
14,5,PERCENT,Jaleel White,24.0,0.0967,0.065,Safe
14,5,PERCENT,Roshon Fegan,26.0,0.0882,0.055,Safe
14,5,PERCENT,Melissa Gilbert,21.0,0.1578,0.0852,Safe
14,5,PERCENT,Donald Driver,27.0,0.0938,0.0593,Safe
14,5,PERCENT,Gavin DeGraw,19.0,0.0267,0.0185,Eliminated
14,5,PERCENT,Gladys Knight,22.0,0.1119,0.0711,Safe
14,5,PERCENT,Katherine Jenkins,29.0,0.1085,0.0812,Safe
14,5,PERCENT,Maria Menounos,27.0,0.1413,0.0932,Safe
14,6,PERCENT,William Levy,36.0,0.1612,0.0947,Safe
14,6,PERCENT,Jaleel White,36.9998,0.1161,0.0764,Safe
14,6,PERCENT,Roshon Fegan,27.9998,0.1166,0.0755,Safe
14,6,PERCENT,Melissa Gilbert,30.0,0.1428,0.0806,Safe
14,6,PERCENT,Donald Driver,33.9999,0.1375,0.0906,Safe
14,6,PERCENT,Gladys Knight,24.0,0.0352,0.0243,Eliminated
14,6,PERCENT,Katherine Jenkins,38.9999,0.1462,0.1168,Safe
14,6,PERCENT,Maria Menounos,29.999899999999997,0.1445,0.0923,Safe
14,7,PERCENT,William Levy,26.5,0.1947,0.1097,Safe
14,7,PERCENT,Jaleel White,25.5,0.0269,0.0195,Eliminated
14,7,PERCENT,Roshon Fegan,26.0,0.1695,0.0952,Safe
14,7,PERCENT,Melissa Gilbert,23.5,0.1545,0.0878,Safe
14,7,PERCENT,Donald Driver,26.5,0.1536,0.0943,Safe
14,7,PERCENT,Katherine Jenkins,27.0,0.1659,0.0995,Safe
14,7,PERCENT,Maria Menounos,28.5,0.1349,0.1,Safe
14,8,PERCENT,William Levy,28.5,0.1814,0.1163,Safe
14,8,PERCENT,Roshon Fegan,28.0,0.0323,0.0255,Eliminated
14,8,PERCENT,Melissa Gilbert,25.5,0.1806,0.1079,Safe
14,8,PERCENT,Donald Driver,27.5,0.2275,0.109,Safe
14,8,PERCENT,Katherine Jenkins,27.5,0.1562,0.0893,Safe
14,8,PERCENT,Maria Menounos,26.5,0.2219,0.1033,Safe
14,9,PERCENT,William Levy,29.0,0.2426,0.1804,Safe
14,9,PERCENT,Donald Driver,28.5,0.4329,0.1969,Safe
14,9,PERCENT,Katherine Jenkins,28.0,0.2586,0.1374,Safe
14,9,PERCENT,Maria Menounos,29.5,0.0659,0.0453,Eliminated
14,10,PERCENT,William Levy,29.666600000000003,0.5331,0.1358,Safe
14,10,PERCENT,Donald Driver,29.666600000000003,0.1218,0.0755,Eliminated
14,10,PERCENT,Katherine Jenkins,30.0,0.3451,0.1123,Safe
15,1,PERCENT,Gilles Marini,24.0,0.0669,0.049,Safe
15,1,PERCENT,Sabrina Bryan,22.5,0.0809,0.067,Safe
15,1,PERCENT,Kirstie Alley,19.0,0.0815,0.0504,Safe
15,1,PERCENT,Kelly Monaco,21.5,0.0775,0.0541,Safe
15,1,PERCENT,Apolo Anton Ohno,22.0,0.0834,0.0585,Safe
15,1,PERCENT,Emmitt Smith,24.5,0.083,0.0599,Safe
15,1,PERCENT,Shawn Johnson,22.0,0.0811,0.0519,Safe
15,1,PERCENT,Pamela Anderson,17.0,0.0141,0.0105,Eliminated
15,1,PERCENT,Helio Castroneves,21.5,0.0947,0.0649,Safe
15,1,PERCENT,Joey Fatone,20.5,0.1003,0.0662,Safe
15,1,PERCENT,Drew Lachey,21.5,0.0867,0.0585,Safe
15,1,PERCENT,Bristol Palin,19.5,0.0801,0.0587,Safe
15,1,PERCENT,Melissa Rycroft,21.0,0.0699,0.0485,Safe
15,2,PERCENT,Gilles Marini,25.5,0.0777,0.0538,Safe
15,2,PERCENT,Sabrina Bryan,26.0,0.0962,0.0617,Safe
15,2,PERCENT,Kirstie Alley,21.0,0.098,0.0552,Safe
15,2,PERCENT,Kelly Monaco,22.0,0.1112,0.0658,Safe
15,2,PERCENT,Apolo Anton Ohno,24.5,0.0658,0.0487,Safe
15,2,PERCENT,Emmitt Smith,22.5,0.1007,0.0656,Safe
15,2,PERCENT,Shawn Johnson,25.0,0.0776,0.0463,Safe
15,2,PERCENT,Helio Castroneves,23.0,0.0941,0.0544,Safe
15,2,PERCENT,Joey Fatone,22.5,0.0118,0.0099,Eliminated
15,2,PERCENT,Drew Lachey,22.5,0.0827,0.0496,Safe
15,2,PERCENT,Bristol Palin,18.0,0.0957,0.0493,Safe
15,2,PERCENT,Melissa Rycroft,23.5,0.0886,0.0584,Safe
15,3,PERCENT,Gilles Marini,25.5,0.0922,0.0647,Safe
15,3,PERCENT,Sabrina Bryan,25.5,0.1015,0.064,Safe
15,3,PERCENT,Kirstie Alley,24.0,0.1129,0.0644,Safe
15,3,PERCENT,Kelly Monaco,27.0,0.085,0.0555,Safe
15,3,PERCENT,Apolo Anton Ohno,25.5,0.129,0.0819,Safe
15,3,PERCENT,Emmitt Smith,25.0,0.0819,0.0577,Safe
15,3,PERCENT,Shawn Johnson,26.5,0.0829,0.0598,Safe
15,3,PERCENT,Helio Castroneves,25.5,0.0952,0.0614,Safe
15,3,PERCENT,Drew Lachey,24.0,0.0124,0.01,Eliminated
15,3,PERCENT,Bristol Palin,22.5,0.1176,0.0772,Safe
15,3,PERCENT,Melissa Rycroft,27.0,0.0893,0.061,Safe
15,4,PERCENT,Gilles Marini,39.5,0.0974,0.0646,Safe
15,4,PERCENT,Sabrina Bryan,35.5,0.1099,0.0712,Safe
15,4,PERCENT,Kirstie Alley,30.0,0.174,0.1011,Safe
15,4,PERCENT,Kelly Monaco,37.5,0.1057,0.0823,Safe
15,4,PERCENT,Apolo Anton Ohno,34.5,0.1222,0.0843,Safe
15,4,PERCENT,Emmitt Smith,36.0,0.1078,0.0746,Safe
15,4,PERCENT,Shawn Johnson,39.5,0.1243,0.0789,Safe
15,4,PERCENT,Bristol Palin,32.0,0.0194,0.0142,Eliminated
15,4,PERCENT,Melissa Rycroft,37.0,0.1392,0.0924,Safe
15,5,PERCENT,Gilles Marini,28.25,0.1424,0.1257,Safe
15,5,PERCENT,Sabrina Bryan,29.25,0.1526,0.1135,Safe
15,5,PERCENT,Kirstie Alley,26.25,0.1317,0.087,Safe
15,5,PERCENT,Kelly Monaco,25.75,0.1371,0.0934,Safe
15,5,PERCENT,Apolo Anton Ohno,28.25,0.0899,0.0663,Safe
15,5,PERCENT,Emmitt Smith,28.0,0.1417,0.1045,Safe
15,5,PERCENT,Shawn Johnson,28.25,0.1047,0.0727,Safe
15,5,PERCENT,Melissa Rycroft,28.25,0.0999,0.074,Safe
15,6,PERCENT,Gilles Marini,27.5,0.1195,0.0542,Safe
15,6,PERCENT,Sabrina Bryan,30.0,0.0187,0.0154,Eliminated
15,6,PERCENT,Kirstie Alley,27.5,0.1534,0.086,Safe
15,6,PERCENT,Kelly Monaco,27.0,0.1412,0.0727,Safe
15,6,PERCENT,Apolo Anton Ohno,30.0,0.1279,0.0731,Safe
15,6,PERCENT,Emmitt Smith,26.5,0.1689,0.082,Safe
15,6,PERCENT,Shawn Johnson,28.0,0.1247,0.0722,Safe
15,6,PERCENT,Melissa Rycroft,29.5,0.1457,0.0786,Safe
15,7,PERCENT,Gilles Marini,33.4998,0.1584,0.1245,Safe
15,7,PERCENT,Kirstie Alley,27.999899999999997,0.1318,0.0993,Safe
15,7,PERCENT,Kelly Monaco,36.0,0.15,0.101,Safe
15,7,PERCENT,Apolo Anton Ohno,33.0,0.1388,0.1178,Safe
15,7,PERCENT,Emmitt Smith,34.4999,0.1844,0.1391,Safe
15,7,PERCENT,Shawn Johnson,37.9998,0.084,0.0611,Safe
15,7,PERCENT,Melissa Rycroft,38.9999,0.1525,0.0905,Safe
15,8,PERCENT,Gilles Marini,29.2777,0.026,0.0201,Eliminated
15,8,PERCENT,Kirstie Alley,25.5,0.1704,0.0808,Safe
15,8,PERCENT,Kelly Monaco,28.3333,0.1317,0.0751,Safe
15,8,PERCENT,Apolo Anton Ohno,29.2777,0.1434,0.0792,Safe
15,8,PERCENT,Emmitt Smith,29.0554,0.1648,0.0931,Safe
15,8,PERCENT,Shawn Johnson,27.8333,0.1436,0.0722,Safe
15,8,PERCENT,Melissa Rycroft,30.0,0.22,0.1143,Safe
15,9,PERCENT,Kelly Monaco,27.110999999999997,0.4271,0.1547,Safe
15,9,PERCENT,Apolo Anton Ohno,28.611,0.1794,0.0929,Safe
15,9,PERCENT,Emmitt Smith,27.0,0.0481,0.0389,Eliminated
15,9,PERCENT,Shawn Johnson,29.5,0.1721,0.1165,Safe
15,9,PERCENT,Melissa Rycroft,28.7777,0.1734,0.0927,Safe
15,10,PERCENT,Kelly Monaco,29.1109,0.5448,0.1933,Safe
15,10,PERCENT,Shawn Johnson,28.944300000000002,0.0955,0.0705,Eliminated
15,10,PERCENT,Melissa Rycroft,29.333099999999998,0.3597,0.1829,Safe
16,1,PERCENT,Ingo Rademacher,20.0,0.0818,0.0596,Safe
16,1,PERCENT,Zendaya,24.0,0.0746,0.0545,Safe
16,1,PERCENT,Dorothy Hamill,21.0,0.083,0.0619,Safe
16,1,PERCENT,Victor Ortiz,18.0,0.0858,0.0737,Safe
16,1,PERCENT,Alexandra Raisman,21.0,0.0957,0.0692,Safe
16,1,PERCENT,Jacoby Jones,20.0,0.079,0.061,Safe
16,1,PERCENT,D. L. Hughley,12.0,0.0764,0.0543,Safe
16,1,PERCENT,Andy Dick,17.0,0.0922,0.0698,Safe
16,1,PERCENT,Wynonna Judd,18.0,0.0691,0.0471,Safe
16,1,PERCENT,Kellie Pickler,21.0,0.0944,0.0709,Safe
16,1,PERCENT,Lisa Vanderpump,18.0,0.0959,0.0727,Safe
16,1,PERCENT,Sean Lowe,19.0,0.0721,0.0599,Safe
16,2,PERCENT,Ingo Rademacher,20.0,0.0833,0.0641,Safe
16,2,PERCENT,Zendaya,26.0,0.0661,0.0505,Safe
16,2,PERCENT,Dorothy Hamill,15.0,0.0816,0.0628,Safe
16,2,PERCENT,Victor Ortiz,18.0,0.084,0.0586,Safe
16,2,PERCENT,Alexandra Raisman,24.0,0.0878,0.0629,Safe
16,2,PERCENT,Jacoby Jones,23.0,0.0831,0.0615,Safe
16,2,PERCENT,D. L. Hughley,16.0,0.0916,0.0599,Safe
16,2,PERCENT,Andy Dick,20.0,0.0925,0.0711,Safe
16,2,PERCENT,Wynonna Judd,18.0,0.0831,0.0605,Safe
16,2,PERCENT,Kellie Pickler,26.0,0.0886,0.0697,Safe
16,2,PERCENT,Lisa Vanderpump,18.0,0.0868,0.063,Safe
16,2,PERCENT,Sean Lowe,20.0,0.0714,0.0522,Safe
16,3,PERCENT,Ingo Rademacher,21.0,0.0925,0.0573,Safe
16,3,PERCENT,Zendaya,25.9998,0.1067,0.0778,Safe
16,3,PERCENT,Victor Ortiz,23.0,0.0813,0.06,Safe
16,3,PERCENT,Alexandra Raisman,23.0,0.083,0.062,Safe
16,3,PERCENT,Jacoby Jones,25.9998,0.1037,0.0831,Safe
16,3,PERCENT,D. L. Hughley,16.0,0.1042,0.0627,Safe
16,3,PERCENT,Andy Dick,18.0,0.1033,0.0714,Safe
16,3,PERCENT,Wynonna Judd,15.0,0.0209,0.0147,Eliminated
16,3,PERCENT,Kellie Pickler,25.0,0.0791,0.0524,Safe
16,3,PERCENT,Lisa Vanderpump,21.0,0.1015,0.0747,Safe
16,3,PERCENT,Sean Lowe,21.0,0.1239,0.0702,Safe
16,4,PERCENT,Ingo Rademacher,23.0,0.1319,0.082,Safe
16,4,PERCENT,Zendaya,26.0,0.093,0.0748,Safe
16,4,PERCENT,Victor Ortiz,18.0,0.1068,0.069,Safe
16,4,PERCENT,Alexandra Raisman,27.0,0.088,0.0564,Safe
16,4,PERCENT,Jacoby Jones,24.0,0.1522,0.0843,Safe
16,4,PERCENT,D. L. Hughley,21.0,0.113,0.0719,Safe
16,4,PERCENT,Andy Dick,21.0,0.0943,0.0585,Safe
16,4,PERCENT,Kellie Pickler,26.0,0.116,0.0838,Safe
16,4,PERCENT,Lisa Vanderpump,18.0,0.0208,0.0149,Eliminated
16,4,PERCENT,Sean Lowe,20.0,0.084,0.0554,Safe
16,5,PERCENT,Ingo Rademacher,21.0,0.1208,0.0676,Safe
16,5,PERCENT,Zendaya,29.0,0.1041,0.0666,Safe
16,5,PERCENT,Victor Ortiz,21.0,0.1415,0.0824,Safe
16,5,PERCENT,Alexandra Raisman,25.0,0.1283,0.0881,Safe
16,5,PERCENT,Jacoby Jones,26.0,0.1088,0.0786,Safe
16,5,PERCENT,D. L. Hughley,18.0,0.0276,0.0197,Eliminated
16,5,PERCENT,Andy Dick,18.0,0.1486,0.0762,Safe
16,5,PERCENT,Kellie Pickler,27.0,0.1164,0.0871,Safe
