Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Actual_Status,Prediction_Match
12,8,PERCENT,Chelsea Kane,27.5,0.1657,0.099,Safe,True
12,8,PERCENT,Kirstie Alley,26.5,0.2531,0.1464,Safe,True
12,8,PERCENT,Hines Ward,27.0,0.2303,0.1055,Safe,True
12,8,PERCENT,Romeo,26.0,0.0513,0.0367,Eliminated,True
12,9,PERCENT,Ralph Macchio,24.0,0.0916,0.0596,Eliminated,True
12,9,PERCENT,Chelsea Kane,36.5,0.2175,0.1215,Safe,True
12,9,PERCENT,Kirstie Alley,27.0,0.483,0.1972,Safe,True
12,9,PERCENT,Hines Ward,30.0,0.2079,0.1195,Safe,True
13,1,PERCENT,Elisabetta Canalis,15.0,0.0869,0.0539,Safe,True
13,1,PERCENT,David Arquette,18.0,0.0858,0.0588,Safe,True
13,1,PERCENT,Ricki Lake,20.0,0.096,0.0626,Safe,True
13,1,PERCENT,J.R. Martinez,22.0,0.0836,0.0642,Safe,True
13,1,PERCENT,Metta World Peace (Ron),14.0,0.0167,0.0115,Eliminated,True
13,1,PERCENT,Hope Solo,21.0,0.0907,0.0738,Safe,True
13,1,PERCENT,Chynna Phillips,22.0,0.072,0.0536,Safe,True
13,1,PERCENT,Kristin Cavallari,19.0,0.099,0.0701,Safe,True
13,1,PERCENT,Carson Kressley,17.0,0.0967,0.072,Safe,True
13,1,PERCENT,Chaz Bono,17.0,0.095,0.0595,Safe,True
13,1,PERCENT,Nancy Grace,16.0,0.0867,0.0494,Safe,True
13,1,PERCENT,Rob Kardashian,16.0,0.0911,0.0605,Safe,True
13,2,PERCENT,Elisabetta Canalis,21.0,0.0097,0.008,Eliminated,True
13,2,PERCENT,David Arquette,18.0,0.1112,0.06,Safe,True
13,2,PERCENT,Ricki Lake,23.0,0.094,0.0634,Safe,True
13,2,PERCENT,J.R. Martinez,22.0,0.0949,0.0739,Safe,True
13,2,PERCENT,Hope Solo,19.0,0.08,0.0535,Safe,True
13,2,PERCENT,Chynna Phillips,21.0,0.081,0.0492,Safe,True
13,2,PERCENT,Kristin Cavallari,22.0,0.0734,0.0511,Safe,True
13,2,PERCENT,Carson Kressley,18.0,0.1186,0.0766,Safe,True
13,2,PERCENT,Chaz Bono,17.0,0.1166,0.0668,Safe,True
13,2,PERCENT,Nancy Grace,21.0,0.1231,0.0757,Safe,True
13,2,PERCENT,Rob Kardashian,21.0,0.0976,0.0545,Safe,True
13,3,PERCENT,David Arquette,24.0,0.1181,0.0709,Safe,True
13,3,PERCENT,Ricki Lake,27.0,0.0884,0.0659,Safe,True
13,3,PERCENT,J.R. Martinez,26.0,0.1258,0.0909,Safe,True
13,3,PERCENT,Hope Solo,24.0,0.1144,0.0679,Safe,True
13,3,PERCENT,Chynna Phillips,26.0,0.0969,0.0638,Safe,True
13,3,PERCENT,Kristin Cavallari,24.0,0.0141,0.0112,Eliminated,True
13,3,PERCENT,Carson Kressley,23.0,0.118,0.071,Safe,True
13,3,PERCENT,Chaz Bono,18.0,0.1154,0.0581,Safe,True
13,3,PERCENT,Nancy Grace,21.0,0.1219,0.0666,Safe,True
13,3,PERCENT,Rob Kardashian,24.0,0.0871,0.0517,Safe,True
13,4,PERCENT,David Arquette,23.0,0.1032,0.0741,Safe,True
13,4,PERCENT,Ricki Lake,29.0,0.1316,0.0883,Safe,True
13,4,PERCENT,J.R. Martinez,26.0,0.0974,0.0705,Safe,True
13,4,PERCENT,Hope Solo,24.0,0.121,0.072,Safe,True
13,4,PERCENT,Chynna Phillips,21.0,0.0207,0.015,Eliminated,True
13,4,PERCENT,Carson Kressley,20.0,0.1271,0.0615,Safe,True
13,4,PERCENT,Chaz Bono,21.0,0.1329,0.068,Safe,True
13,4,PERCENT,Nancy Grace,21.0,0.1492,0.0956,Safe,True
13,4,PERCENT,Rob Kardashian,24.0,0.1168,0.0719,Safe,True
13,5,PERCENT,David Arquette,25.0,0.1521,0.1277,Safe,True
13,5,PERCENT,Ricki Lake,24.0,0.1604,0.0983,Safe,True
13,5,PERCENT,J.R. Martinez,28.0,0.1105,0.0736,Safe,True
13,5,PERCENT,Hope Solo,24.0,0.1463,0.0884,Safe,True
13,5,PERCENT,Carson Kressley,19.0,0.0283,0.0197,Eliminated,True
13,5,PERCENT,Chaz Bono,21.0,0.1403,0.0856,Safe,True
13,5,PERCENT,Nancy Grace,22.0,0.1198,0.0822,Safe,True
13,5,PERCENT,Rob Kardashian,25.0,0.1423,0.0965,Safe,True
13,6,PERCENT,David Arquette,23.0,0.1491,0.089,Safe,True
13,6,PERCENT,Ricki Lake,29.0,0.1864,0.102,Safe,True
13,6,PERCENT,J.R. Martinez,29.0,0.1654,0.12,Safe,True
13,6,PERCENT,Hope Solo,20.0,0.1654,0.0812,Safe,True
13,6,PERCENT,Chaz Bono,19.0,0.0327,0.0239,Eliminated,True
13,6,PERCENT,Nancy Grace,24.0,0.1424,0.083,Safe,True
13,6,PERCENT,Rob Kardashian,22.0,0.1585,0.1058,Safe,True
13,7,PERCENT,David Arquette,23.5,0.0377,0.0281,Eliminated,True
13,7,PERCENT,Ricki Lake,26.5,0.2081,0.1334,Safe,True
13,7,PERCENT,J.R. Martinez,24.0,0.1885,0.0876,Safe,True
13,7,PERCENT,Hope Solo,25.0,0.2107,0.1174,Safe,True
13,7,PERCENT,Nancy Grace,22.0,0.2039,0.0957,Safe,True
13,7,PERCENT,Rob Kardashian,25.5,0.151,0.0767,Safe,True
13,8,PERCENT,Ricki Lake,26.0,0.2101,0.1475,Safe,True
13,8,PERCENT,J.R. Martinez,30.0,0.1955,0.168,Safe,True
13,8,PERCENT,Hope Solo,26.0,0.2512,0.1182,Safe,True
13,8,PERCENT,Nancy Grace,22.0,0.0534,0.0377,Eliminated,True
13,8,PERCENT,Rob Kardashian,25.5,0.2897,0.1726,Safe,True
13,9,PERCENT,Ricki Lake,33.4999,0.4,0.1423,Safe,True
13,9,PERCENT,J.R. Martinez,28.0,0.2864,0.1229,Safe,True
13,9,PERCENT,Hope Solo,24.4998,0.0906,0.0585,Eliminated,True
13,9,PERCENT,Rob Kardashian,32.4998,0.2231,0.127,Safe,True
14,2,PERCENT,William Levy,25.0,0.0926,0.063,Safe,True
14,2,PERCENT,Jack Wagner,21.0,0.0954,0.0657,Safe,True
14,2,PERCENT,Sherri Sheperd,23.0,0.0702,0.0495,Safe,True
14,2,PERCENT,Jaleel White,22.0,0.097,0.0703,Safe,True
14,2,PERCENT,Roshon Fegan,26.0,0.0861,0.063,Safe,True
14,2,PERCENT,Melissa Gilbert,20.0,0.0862,0.0604,Safe,True
14,2,PERCENT,Martina Navratilova,17.0,0.0166,0.0114,Eliminated,True
14,2,PERCENT,Donald Driver,24.0,0.071,0.0466,Safe,True
14,2,PERCENT,Gavin DeGraw,21.0,0.1022,0.0686,Safe,True
14,2,PERCENT,Gladys Knight,19.0,0.0857,0.0588,Safe,True
14,2,PERCENT,Katherine Jenkins,26.0,0.0993,0.0721,Safe,True
14,2,PERCENT,Maria Menounos,25.0,0.0976,0.0699,Safe,True
14,3,PERCENT,William Levy,28.0,0.0888,0.0626,Safe,True
14,3,PERCENT,Jack Wagner,24.0,0.0132,0.0112,Eliminated,True
14,3,PERCENT,Sherri Sheperd,24.0,0.0943,0.0621,Safe,True
14,3,PERCENT,Jaleel White,25.0,0.1012,0.0633,Safe,True
14,3,PERCENT,Roshon Fegan,25.0,0.0932,0.0576,Safe,True
14,3,PERCENT,Melissa Gilbert,24.0,0.1026,0.0607,Safe,True
14,3,PERCENT,Donald Driver,26.0,0.1261,0.0901,Safe,True
14,3,PERCENT,Gavin DeGraw,24.0,0.0986,0.0591,Safe,True
14,3,PERCENT,Gladys Knight,24.0,0.1138,0.0723,Safe,True
14,3,PERCENT,Katherine Jenkins,29.0,0.0808,0.0542,Safe,True
14,3,PERCENT,Maria Menounos,27.0,0.0873,0.0634,Safe,True
14,4,PERCENT,William Levy,22.0,0.0997,0.0651,Safe,True
14,4,PERCENT,Sherri Sheperd,21.0,0.0176,0.0135,Eliminated,True
14,4,PERCENT,Jaleel White,22.0,0.0942,0.0628,Safe,True
14,4,PERCENT,Roshon Fegan,26.0,0.0916,0.0658,Safe,True
14,4,PERCENT,Melissa Gilbert,22.0,0.0987,0.0718,Safe,True
14,4,PERCENT,Donald Driver,27.0,0.0963,0.0689,Safe,True
14,4,PERCENT,Gavin DeGraw,23.0,0.1161,0.0708,Safe,True
14,4,PERCENT,Gladys Knight,20.0,0.1486,0.0766,Safe,True
14,4,PERCENT,Katherine Jenkins,24.0,0.1381,0.0915,Safe,True
14,4,PERCENT,Maria Menounos,26.0,0.0989,0.0669,Safe,True
14,5,PERCENT,William Levy,29.0,0.1133,0.0782,Safe,True
14,5,PERCENT,Jaleel White,24.0,0.1083,0.0854,Safe,True
14,5,PERCENT,Roshon Fegan,26.0,0.1271,0.0927,Safe,True
14,5,PERCENT,Melissa Gilbert,21.0,0.1499,0.0844,Safe,True
14,5,PERCENT,Donald Driver,27.0,0.1294,0.0973,Safe,True
14,5,PERCENT,Gavin DeGraw,19.0,0.0269,0.0184,Eliminated,True
14,5,PERCENT,Gladys Knight,22.0,0.1158,0.0795,Safe,True
14,5,PERCENT,Katherine Jenkins,29.0,0.1113,0.0767,Safe,True
14,5,PERCENT,Maria Menounos,27.0,0.118,0.0889,Safe,True
14,6,PERCENT,William Levy,36.0,0.1463,0.0923,Safe,True
14,6,PERCENT,Jaleel White,36.9998,0.0959,0.0696,Safe,True
14,6,PERCENT,Roshon Fegan,27.9998,0.1684,0.0928,Safe,True
14,6,PERCENT,Melissa Gilbert,30.0,0.1593,0.0956,Safe,True
14,6,PERCENT,Donald Driver,33.9999,0.1275,0.0898,Safe,True
14,6,PERCENT,Gladys Knight,24.0,0.0333,0.0232,Eliminated,True
14,6,PERCENT,Katherine Jenkins,38.9999,0.1435,0.1065,Safe,True
14,6,PERCENT,Maria Menounos,29.999899999999997,0.1258,0.0754,Safe,True
14,7,PERCENT,William Levy,26.5,0.1229,0.084,Safe,True
14,7,PERCENT,Jaleel White,25.5,0.025,0.0198,Eliminated,True
14,7,PERCENT,Roshon Fegan,26.0,0.1588,0.1018,Safe,True
14,7,PERCENT,Melissa Gilbert,23.5,0.192,0.1105,Safe,True
14,7,PERCENT,Donald Driver,26.5,0.2272,0.1031,Safe,True
14,7,PERCENT,Katherine Jenkins,27.0,0.1274,0.0756,Safe,True
14,7,PERCENT,Maria Menounos,28.5,0.1466,0.0799,Safe,True
14,8,PERCENT,William Levy,28.5,0.1854,0.1131,Safe,True
14,8,PERCENT,Roshon Fegan,28.0,0.0352,0.0247,Eliminated,True
14,8,PERCENT,Melissa Gilbert,25.5,0.1773,0.0835,Safe,True
14,8,PERCENT,Donald Driver,27.5,0.1968,0.0959,Safe,True
14,8,PERCENT,Katherine Jenkins,27.5,0.2434,0.1334,Safe,True
14,8,PERCENT,Maria Menounos,26.5,0.1618,0.093,Safe,True
14,9,PERCENT,William Levy,29.0,0.2982,0.1675,Safe,True
14,9,PERCENT,Donald Driver,28.5,0.2239,0.0778,Safe,True
14,9,PERCENT,Katherine Jenkins,28.0,0.4069,0.1977,Safe,True
14,9,PERCENT,Maria Menounos,29.5,0.071,0.0482,Eliminated,True
15,1,PERCENT,Gilles Marini,24.0,0.0805,0.0592,Safe,True
15,1,PERCENT,Sabrina Bryan,22.5,0.075,0.054,Safe,True
15,1,PERCENT,Kirstie Alley,19.0,0.0871,0.0561,Safe,True
15,1,PERCENT,Kelly Monaco,21.5,0.0683,0.0493,Safe,True
15,1,PERCENT,Apolo Anton Ohno,22.0,0.0986,0.0681,Safe,True
15,1,PERCENT,Emmitt Smith,24.5,0.1006,0.0603,Safe,True
15,1,PERCENT,Shawn Johnson,22.0,0.0808,0.0531,Safe,True
15,1,PERCENT,Pamela Anderson,17.0,0.0134,0.0095,Eliminated,True
15,1,PERCENT,Helio Castroneves,21.5,0.0646,0.0466,Safe,True
15,1,PERCENT,Joey Fatone,20.5,0.0771,0.05,Safe,True
15,1,PERCENT,Drew Lachey,21.5,0.0824,0.0614,Safe,True
15,1,PERCENT,Bristol Palin,19.5,0.0952,0.0655,Safe,True
15,1,PERCENT,Melissa Rycroft,21.0,0.0764,0.054,Safe,True
15,2,PERCENT,Gilles Marini,25.5,0.0688,0.0542,Safe,True
15,2,PERCENT,Sabrina Bryan,26.0,0.0916,0.0617,Safe,True
15,2,PERCENT,Kirstie Alley,21.0,0.0936,0.0605,Safe,True
15,2,PERCENT,Kelly Monaco,22.0,0.0921,0.0696,Safe,True
15,2,PERCENT,Apolo Anton Ohno,24.5,0.0914,0.0727,Safe,True
15,2,PERCENT,Emmitt Smith,22.5,0.0967,0.061,Safe,True
15,2,PERCENT,Shawn Johnson,25.0,0.1046,0.0681,Safe,True
15,2,PERCENT,Helio Castroneves,23.0,0.086,0.0531,Safe,True
15,2,PERCENT,Joey Fatone,22.5,0.0107,0.009,Eliminated,True
15,2,PERCENT,Drew Lachey,22.5,0.0857,0.0568,Safe,True
15,2,PERCENT,Bristol Palin,18.0,0.0928,0.0536,Safe,True
15,2,PERCENT,Melissa Rycroft,23.5,0.086,0.056,Safe,True
15,3,PERCENT,Gilles Marini,25.5,0.1199,0.0746,Safe,True
15,3,PERCENT,Sabrina Bryan,25.5,0.1033,0.0739,Safe,True
15,3,PERCENT,Kirstie Alley,24.0,0.0828,0.0526,Safe,True
15,3,PERCENT,Kelly Monaco,27.0,0.0719,0.05,Safe,True
15,3,PERCENT,Apolo Anton Ohno,25.5,0.1062,0.0637,Safe,True
15,3,PERCENT,Emmitt Smith,25.0,0.0836,0.054,Safe,True
15,3,PERCENT,Shawn Johnson,26.5,0.1148,0.0766,Safe,True
15,3,PERCENT,Helio Castroneves,25.5,0.0111,0.0091,Eliminated,True
15,3,PERCENT,Drew Lachey,24.0,0.0963,0.0665,Safe,True
15,3,PERCENT,Bristol Palin,22.5,0.1262,0.0721,Safe,True
15,3,PERCENT,Melissa Rycroft,27.0,0.0839,0.0519,Safe,True
15,4,PERCENT,Gilles Marini,39.5,0.1096,0.0737,Safe,True
15,4,PERCENT,Sabrina Bryan,35.5,0.0828,0.0499,Safe,True
15,4,PERCENT,Kirstie Alley,30.0,0.1303,0.0822,Safe,True
15,4,PERCENT,Kelly Monaco,37.5,0.1561,0.114,Safe,True
15,4,PERCENT,Apolo Anton Ohno,34.5,0.1155,0.0729,Safe,True
15,4,PERCENT,Emmitt Smith,36.0,0.1265,0.0932,Safe,True
15,4,PERCENT,Shawn Johnson,39.5,0.1578,0.0996,Safe,True
15,4,PERCENT,Bristol Palin,32.0,0.0193,0.0147,Eliminated,True
15,4,PERCENT,Melissa Rycroft,37.0,0.1021,0.0731,Safe,True
15,6,PERCENT,Gilles Marini,27.5,0.1748,0.11,Safe,True
15,6,PERCENT,Sabrina Bryan,30.0,0.0196,0.0157,Eliminated,True
15,6,PERCENT,Kirstie Alley,27.5,0.1221,0.075,Safe,True
15,6,PERCENT,Kelly Monaco,27.0,0.1204,0.0644,Safe,True
15,6,PERCENT,Apolo Anton Ohno,30.0,0.1483,0.0917,Safe,True
15,6,PERCENT,Emmitt Smith,26.5,0.1294,0.0789,Safe,True
15,6,PERCENT,Shawn Johnson,28.0,0.154,0.0749,Safe,True
15,6,PERCENT,Melissa Rycroft,29.5,0.1313,0.0691,Safe,True
15,8,PERCENT,Gilles Marini,29.2777,0.0247,0.0203,Eliminated,True
15,8,PERCENT,Kirstie Alley,25.5,0.1282,0.0616,Safe,True
15,8,PERCENT,Kelly Monaco,28.3333,0.1626,0.0992,Safe,True
15,8,PERCENT,Apolo Anton Ohno,29.2777,0.1768,0.0929,Safe,True
15,8,PERCENT,Emmitt Smith,29.0554,0.1727,0.0894,Safe,True
15,8,PERCENT,Shawn Johnson,27.8333,0.1433,0.0864,Safe,True
15,8,PERCENT,Melissa Rycroft,30.0,0.1918,0.1205,Safe,True
15,9,PERCENT,Kelly Monaco,27.110999999999997,0.2151,0.1049,Safe,True
15,9,PERCENT,Apolo Anton Ohno,28.611,0.0547,0.0356,Eliminated,True
15,9,PERCENT,Emmitt Smith,27.0,0.2216,0.1126,Safe,True
15,9,PERCENT,Shawn Johnson,29.5,0.267,0.1585,Safe,True
15,9,PERCENT,Melissa Rycroft,28.7777,0.2416,0.1187,Safe,True
16,3,PERCENT,Ingo Rademacher,21.0,0.094,0.0605,Safe,True
16,3,PERCENT,Zendaya,25.9998,0.0862,0.0633,Safe,True
16,3,PERCENT,Victor Ortiz,23.0,0.0868,0.0592,Safe,True
16,3,PERCENT,Alexandra Raisman,23.0,0.1024,0.0637,Safe,True
16,3,PERCENT,Jacoby Jones,25.9998,0.0946,0.0661,Safe,True
16,3,PERCENT,D. L. Hughley,16.0,0.1145,0.0786,Safe,True
16,3,PERCENT,Andy Dick,18.0,0.0809,0.0529,Safe,True
16,3,PERCENT,Wynonna Judd,15.0,0.0214,0.0144,Eliminated,True
16,3,PERCENT,Kellie Pickler,25.0,0.0954,0.0759,Safe,True
16,3,PERCENT,Lisa Vanderpump,21.0,0.107,0.0708,Safe,True
16,3,PERCENT,Sean Lowe,21.0,0.117,0.0834,Safe,True
16,4,PERCENT,Ingo Rademacher,23.0,0.1029,0.0702,Safe,True
16,4,PERCENT,Zendaya,26.0,0.1045,0.0739,Safe,True
16,4,PERCENT,Victor Ortiz,18.0,0.1192,0.0768,Safe,True
16,4,PERCENT,Alexandra Raisman,27.0,0.1137,0.0842,Safe,True
16,4,PERCENT,Jacoby Jones,24.0,0.1346,0.0861,Safe,True
16,4,PERCENT,D. L. Hughley,21.0,0.0986,0.0656,Safe,True
16,4,PERCENT,Andy Dick,21.0,0.0944,0.0625,Safe,True
16,4,PERCENT,Kellie Pickler,26.0,0.1055,0.0687,Safe,True
16,4,PERCENT,Lisa Vanderpump,18.0,0.0192,0.0136,Eliminated,True
16,4,PERCENT,Sean Lowe,20.0,0.1074,0.0753,Safe,True
16,5,PERCENT,Ingo Rademacher,21.0,0.143,0.0999,Safe,True
16,5,PERCENT,Zendaya,29.0,0.1193,0.0779,Safe,True
16,5,PERCENT,Victor Ortiz,21.0,0.1196,0.0731,Safe,True
16,5,PERCENT,Alexandra Raisman,25.0,0.1321,0.1059,Safe,True
16,5,PERCENT,Jacoby Jones,26.0,0.1259,0.0743,Safe,True
16,5,PERCENT,D. L. Hughley,18.0,0.0249,0.017,Eliminated,True
16,5,PERCENT,Andy Dick,18.0,0.1215,0.0752,Safe,True
16,5,PERCENT,Kellie Pickler,27.0,0.0959,0.0678,Safe,True
16,5,PERCENT,Sean Lowe,24.0,0.118,0.0919,Safe,True
16,6,PERCENT,Ingo Rademacher,23.0,0.152,0.099,Safe,True
16,6,PERCENT,Zendaya,25.5,0.1505,0.103,Safe,True
16,6,PERCENT,Victor Ortiz,20.0,0.0254,0.0192,Eliminated,True
16,6,PERCENT,Alexandra Raisman,26.0,0.1105,0.0872,Safe,True
16,6,PERCENT,Jacoby Jones,22.5,0.1185,0.0886,Safe,True
16,6,PERCENT,Andy Dick,21.5,0.1366,0.0989,Safe,True
16,6,PERCENT,Kellie Pickler,27.0,0.1642,0.0947,Safe,True
16,6,PERCENT,Sean Lowe,23.0,0.1423,0.0929,Safe,True
16,7,PERCENT,Ingo Rademacher,25.0,0.1938,0.1098,Safe,True
16,7,PERCENT,Zendaya,30.0,0.211,0.1394,Safe,True
16,7,PERCENT,Alexandra Raisman,32.0,0.1316,0.1088,Safe,True
16,7,PERCENT,Jacoby Jones,27.0,0.1238,0.0811,Safe,True
16,7,PERCENT,Andy Dick,17.0,0.0473,0.0302,Eliminated,True
16,7,PERCENT,Kellie Pickler,29.0,0.1395,0.1153,Safe,True
16,7,PERCENT,Sean Lowe,24.0,0.1531,0.0944,Safe,True
16,8,PERCENT,Ingo Rademacher,24.0,0.2075,0.1313,Safe,True
16,8,PERCENT,Zendaya,29.0,0.1243,0.0764,Safe,True
16,8,PERCENT,Alexandra Raisman,28.0,0.1936,0.1364,Safe,True
16,8,PERCENT,Jacoby Jones,26.0,0.2157,0.1494,Safe,True
16,8,PERCENT,Kellie Pickler,27.5,0.2129,0.108,Safe,True
16,8,PERCENT,Sean Lowe,21.0,0.0459,0.0343,Eliminated,True
16,9,PERCENT,Ingo Rademacher,25.5,0.0477,0.037,Eliminated,True
16,9,PERCENT,Zendaya,27.5,0.2416,0.1622,Safe,True
16,9,PERCENT,Alexandra Raisman,29.5,0.2231,0.1255,Safe,True
16,9,PERCENT,Jacoby Jones,29.5,0.2601,0.1753,Safe,True
16,9,PERCENT,Kellie Pickler,29.0,0.2276,0.1211,Safe,True
16,10,PERCENT,Zendaya,30.0,0.2622,0.1771,Safe,True
16,10,PERCENT,Alexandra Raisman,29.0,0.0681,0.0559,Eliminated,True
16,10,PERCENT,Jacoby Jones,27.999899999999997,0.2625,0.1502,Safe,True
16,10,PERCENT,Kellie Pickler,30.0,0.4072,0.2004,Safe,True
17,2,PERCENT,Valerie Harper,19.0,0.092,0.0595,Safe,True
17,2,PERCENT,Brant Daugherty,23.0,0.0719,0.0457,Safe,True
17,2,PERCENT,Elizabeth Berkley Lauren,25.0,0.1019,0.0713,Safe,True
17,2,PERCENT,Leah Remini,24.0,0.0805,0.051,Safe,True
17,2,PERCENT,Corbin Bleu,26.0,0.0752,0.057,Safe,True
17,2,PERCENT,Amber Riley,24.0,0.102,0.0704,Safe,True
17,2,PERCENT,Keyshawn Johnson,18.0,0.0162,0.0115,Eliminated,True
17,2,PERCENT,Bill Engvall,21.0,0.1046,0.0651,Safe,True
17,2,PERCENT,Christina Milian,25.0,0.0967,0.0635,Safe,True
17,2,PERCENT,"Nicole ""Snooki"" Polizzi",20.0,0.0834,0.0573,Safe,True
17,2,PERCENT,Jack Osbourne,24.0,0.0828,0.0621,Safe,True
17,2,PERCENT,Bill Nye,17.0,0.0929,0.0589,Safe,True
17,3,PERCENT,Valerie Harper,16.0,0.1113,0.0741,Safe,True
17,3,PERCENT,Brant Daugherty,27.0,0.081,0.0655,Safe,True
17,3,PERCENT,Elizabeth Berkley Lauren,25.0,0.1174,0.0817,Safe,True
17,3,PERCENT,Leah Remini,24.0,0.081,0.0572,Safe,True
17,3,PERCENT,Corbin Bleu,26.0,0.0949,0.0786,Safe,True
17,3,PERCENT,Amber Riley,24.0,0.1011,0.0694,Safe,True
17,3,PERCENT,Bill Engvall,24.0,0.0915,0.0561,Safe,True
17,3,PERCENT,Christina Milian,26.0,0.0875,0.0609,Safe,True
17,3,PERCENT,"Nicole ""Snooki"" Polizzi",25.0,0.1066,0.0626,Safe,True
17,3,PERCENT,Jack Osbourne,22.0,0.1056,0.0663,Safe,True
17,3,PERCENT,Bill Nye,16.0,0.0222,0.014,Eliminated,True
17,4,PERCENT,Valerie Harper,18.0,0.0217,0.0145,Eliminated,True
17,4,PERCENT,Brant Daugherty,21.0,0.1203,0.0758,Safe,True
17,4,PERCENT,Elizabeth Berkley Lauren,27.0,0.0862,0.0606,Safe,True
17,4,PERCENT,Leah Remini,24.0,0.1133,0.0761,Safe,True
17,4,PERCENT,Corbin Bleu,27.0,0.0992,0.0705,Safe,True
17,4,PERCENT,Amber Riley,27.0,0.1223,0.0778,Safe,True
17,4,PERCENT,Bill Engvall,21.0,0.1142,0.079,Safe,True
17,4,PERCENT,Christina Milian,24.0,0.1164,0.0811,Safe,True
17,4,PERCENT,"Nicole ""Snooki"" Polizzi",24.0,0.0977,0.0753,Safe,True
17,4,PERCENT,Jack Osbourne,24.0,0.1086,0.0732,Safe,True
17,5,PERCENT,Brant Daugherty,27.0,0.1495,0.095,Safe,True
17,5,PERCENT,Elizabeth Berkley Lauren,26.0,0.1091,0.0506,Safe,True
17,5,PERCENT,Leah Remini,22.0,0.1209,0.057,Safe,True
17,5,PERCENT,Corbin Bleu,28.0,0.1126,0.059,Safe,True
17,5,PERCENT,Amber Riley,26.0,0.1328,0.0617,Safe,True
17,5,PERCENT,Bill Engvall,24.0,0.1556,0.0787,Safe,True
17,5,PERCENT,Christina Milian,28.0,0.0144,0.0125,Eliminated,True
17,5,PERCENT,"Nicole ""Snooki"" Polizzi",27.0,0.1019,0.0641,Safe,True
17,5,PERCENT,Jack Osbourne,27.0,0.1032,0.0659,Safe,True
17,7,PERCENT,Brant Daugherty,28.5,0.1209,0.0752,Safe,True
17,7,PERCENT,Elizabeth Berkley Lauren,27.0,0.117,0.0767,Safe,True
17,7,PERCENT,Leah Remini,26.5,0.1566,0.094,Safe,True
17,7,PERCENT,Corbin Bleu,29.5,0.1808,0.0954,Safe,True
17,7,PERCENT,Amber Riley,29.5,0.1382,0.0974,Safe,True
17,7,PERCENT,Bill Engvall,25.0,0.1369,0.1019,Safe,True
17,7,PERCENT,"Nicole ""Snooki"" Polizzi",27.0,0.0236,0.0185,Eliminated,True
17,7,PERCENT,Jack Osbourne,28.5,0.1261,0.0828,Safe,True
17,8,PERCENT,Brant Daugherty,27.0,0.0253,0.0189,Eliminated,True
17,8,PERCENT,Elizabeth Berkley Lauren,25.0,0.1607,0.0992,Safe,True
17,8,PERCENT,Leah Remini,28.0,0.1179,0.0783,Safe,True
17,8,PERCENT,Corbin Bleu,30.0,0.1644,0.1175,Safe,True
17,8,PERCENT,Amber Riley,28.0,0.1425,0.0793,Safe,True
17,8,PERCENT,Bill Engvall,24.0,0.2297,0.1217,Safe,True
17,8,PERCENT,Jack Osbourne,30.0,0.1594,0.0936,Safe,True
17,9,PERCENT,Elizabeth Berkley Lauren,28.0,0.0328,0.0264,Eliminated,True
17,9,PERCENT,Leah Remini,27.0,0.225,0.1264,Safe,True
17,9,PERCENT,Corbin Bleu,29.0,0.1962,0.1035,Safe,True
17,9,PERCENT,Amber Riley,25.5,0.1571,0.0935,Safe,True
17,9,PERCENT,Bill Engvall,21.0,0.205,0.0895,Safe,True
17,9,PERCENT,Jack Osbourne,27.0,0.1839,0.0968,Safe,True
17,10,PERCENT,Leah Remini,32.5,0.0557,0.0379,Eliminated,True
17,10,PERCENT,Corbin Bleu,37.5,0.1633,0.0963,Safe,True
17,10,PERCENT,Amber Riley,39.5,0.2734,0.1265,Safe,True
17,10,PERCENT,Bill Engvall,30.0,0.2102,0.088,Safe,True
17,10,PERCENT,Jack Osbourne,35.5,0.2973,0.146,Safe,True
17,11,PERCENT,Corbin Bleu,29.6664,0.3208,0.153,Safe,True
17,11,PERCENT,Amber Riley,31.333199999999998,0.3101,0.1514,Safe,True
17,11,PERCENT,Bill Engvall,25.499899999999997,0.0905,0.0618,Eliminated,True
17,11,PERCENT,Jack Osbourne,27.999899999999997,0.2786,0.1457,Safe,True
18,2,PERCENT,Billy Dee Williams,15.0,0.1086,0.0529,Safe,True
18,2,PERCENT,Danica McKellar,24.0,0.0976,0.0642,Safe,True
18,2,PERCENT,James Maslow,25.0,0.0798,0.0584,Safe,True
18,2,PERCENT,Candace Cameron Bure,21.0,0.0918,0.0555,Safe,True
18,2,PERCENT,Sean Avery,21.0,0.0142,0.0102,Eliminated,True
18,2,PERCENT,Charlie White,25.0,0.1073,0.0914,Safe,True
18,2,PERCENT,Amy Purdy,24.0,0.147,0.0833,Safe,True
18,2,PERCENT,Meryl Davis,25.0,0.0724,0.0491,Safe,True
18,2,PERCENT,Drew Carey,21.0,0.1073,0.0655,Safe,True
18,2,PERCENT,Cody Simpson,22.0,0.09,0.0601,Safe,True
18,2,PERCENT,NeNe Leakes,21.0,0.084,0.0511,Safe,True
18,5,PERCENT,Danica McKellar,39.0,0.1277,0.1,Safe,True
18,5,PERCENT,James Maslow,40.0,0.1551,0.1126,Safe,True
18,5,PERCENT,Candace Cameron Bure,35.0,0.1152,0.0824,Safe,True
18,5,PERCENT,Charlie White,37.0,0.1356,0.092,Safe,True
